path,aggressiveness,gender
Audio Dataset/Female/Aggressive\OAF_said_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_sail_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_search_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_seize_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_sell_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_shack_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_shall_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_shawl_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_sheep_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_shirt_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_should_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_shout_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_size_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_soap_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_soup_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_sour_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_south_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_sub_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_such_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_sure_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_take_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_talk_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_tape_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_team_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_tell_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_thin_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_third_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_thought_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_thumb_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_time_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_tip_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_tire_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_ton_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_tool_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_tough_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_turn_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_vine_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_voice_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_void_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_vote_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_wag_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_walk_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_wash_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_week_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_wheat_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_when_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_which_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_whip_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_white_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_wife_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_wire_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_witch_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_yearn_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_yes_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_young_angry.wav,1,0
Audio Dataset/Female/Aggressive\OAF_youth_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_back_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_bar_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_base_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_bath_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_bean_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_beg_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_bite_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_boat_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_bone_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_book_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_bought_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_burn_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_cab_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_calm_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_came_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_cause_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_chain_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_chair_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_chalk_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_chat_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_check_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_cheek_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_chief_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_choice_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_cool_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_dab_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_date_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_dead_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_death_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_deep_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_dime_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_dip_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_ditch_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_dodge_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_dog_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_doll_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_door_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_fail_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_fall_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_far_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_fat_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_fit_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_five_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_food_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_gap_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_gas_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_gaze_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_germ_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_get_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_gin_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_goal_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_good_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_goose_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_gun_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_half_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hall_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hash_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hate_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_have_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_haze_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hire_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hit_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hole_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_home_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hurl_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_hush_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_jail_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_jar_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_join_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_judge_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_jug_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_juice_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_keen_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_keep_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_keg_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_kick_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_kill_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_king_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_kite_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_knock_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_late_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_laud_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_lean_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_learn_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_lease_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_lid_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_life_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_limb_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_live_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_loaf_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_long_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_lore_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_lose_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_lot_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_love_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_luck_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_make_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_match_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_merge_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_mess_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_met_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_mill_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_mob_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_mode_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_mood_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_moon_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_mop_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_mouse_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_nag_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_name_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_near_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_neat_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_nice_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_note_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_numb_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pad_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_page_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pain_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pass_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pearl_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_peg_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_perch_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_phone_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pick_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pike_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pole_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_pool_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_puff_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_rag_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_raid_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_rain_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_raise_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_rat_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_reach_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_read_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_red_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_ring_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_ripe_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_road_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_room_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_rose_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_rot_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_rough_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_rush_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_said_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_sail_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_search_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_seize_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_sell_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_shack_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_shall_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_shawl_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_sheep_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_shirt_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_should_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_shout_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_size_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_soap_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_soup_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_sour_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_south_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_sub_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_such_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_sure_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_take_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_talk_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_tape_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_team_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_tell_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_thin_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_third_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_thought_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_thumb_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_time_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_tip_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_tire_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_ton_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_tool_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_tough_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_turn_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_vine_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_voice_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_void_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_vote_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_wag_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_walk_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_wash_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_week_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_wheat_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_when_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_which_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_whip_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_white_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_wife_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_wire_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_witch_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_yearn_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_yes_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_young_angry.wav,1,0
Audio Dataset/Female/Aggressive\YAF_youth_angry.wav,1,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-02.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-04.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-06.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-08.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-10.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-12.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-14.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-16.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-18.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-20.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-22.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-01-24.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-02.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-04.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-06.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-08.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-10.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-12.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-14.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-16.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-18.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-20.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-22.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-01-02-24.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-02.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-04.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-06.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-08.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-10.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-12.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-14.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-16.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-18.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-20.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-22.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-01-24.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-02.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-04.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-06.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-08.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-10.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-12.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-14.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-16.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-18.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-20.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-22.wav,0,0
Audio Dataset/Female/Non-Aggressive\03-01-01-01-02-02-24.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_DFA_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_IEO_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_IOM_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_ITH_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_ITS_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_IWL_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_IWW_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_MTI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_TAI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_TIE_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_TSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1006_WSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_DFA_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_IEO_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_IOM_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_ITH_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_ITS_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_IWL_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_IWW_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_MTI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_TAI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_TIE_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_TSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1007_WSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_DFA_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_IEO_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_IOM_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_ITH_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_ITS_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_IWL_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_IWW_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_MTI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_TAI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_TIE_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1008_TSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_DFA_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_IEO_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_IOM_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_ITH_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_ITS_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_IWL_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_IWW_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_TAI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_TIE_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_TSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1009_WSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_DFA_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_IEO_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_IOM_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_ITH_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_ITS_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_IWL_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_IWW_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_MTI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_TAI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_TIE_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_TSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1010_WSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_DFA_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_IEO_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_IOM_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_ITH_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_ITS_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_IWL_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_IWW_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_MTI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_TAI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_TIE_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_TSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1012_WSI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_DFA_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_IEO_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_IOM_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_ITH_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_ITS_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_IWL_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_IWW_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_MTI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_TAI_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_TIE_NEU_XX.wav,0,0
Audio Dataset/Female/Non-Aggressive\1013_TSI_NEU_XX.wav,0,0
