mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,aggressiveness
-428.993,56.762028,-12.725619,8.950139,0.5152128,9.145746,-9.31724,-8.946785,-1.8150465,-3.2830524,-9.711664,-7.2370453,1.5439956,1
-482.29736,62.27766,-10.163008,1.5526782,0.34741437,8.8491335,-13.666241,-5.6177564,1.0108227,-3.4463592,-4.3534365,0.74480367,-2.672252,1
-434.63202,47.774105,-13.263957,7.6967654,-1.2116235,5.4662786,-13.161905,-4.379394,0.96816933,-1.8647417,-5.970787,0.81007254,-9.8567295,1
-360.10413,58.154896,-16.60315,-9.118946,-16.03455,5.9232507,-10.737379,-8.031007,-6.6522756,-3.5296872,-7.381701,-8.325453,-6.3638363,1
-388.6287,52.908955,-8.912447,0.5807078,2.031265,12.872799,-8.893537,-6.432365,-1.6220012,-1.5515553,-1.9880749,0.5866381,-2.143174,1
-381.92007,67.48905,-3.2380493,3.4585426,-4.9254317,7.384161,-8.072806,-5.90741,-6.242315,-1.9634115,-1.136257,-5.303359,-4.8672028,1
-383.49506,55.349316,-0.92815363,6.883966,-9.909271,9.750117,-6.1208467,-4.6982217,-3.5135205,1.8451402,-1.9117526,-2.5833354,0.8212425,1
-402.6036,55.1611,-15.317155,-2.130604,-4.629937,7.579029,-17.57215,-9.704552,-2.882317,-5.257435,-12.026186,-2.4940984,-4.8628464,1
-412.66644,48.653244,-6.441884,2.314342,-2.2418249,9.624652,-7.547238,-7.5733075,-2.7361248,3.9783602,-1.2951119,-9.079794,-5.693434,1
-373.72458,33.969776,-25.658834,-1.0986195,-12.761032,-2.4022908,-14.759936,-3.6758358,-9.198156,-5.4826074,-0.78786194,-6.193944,-3.7153666,1
-364.46878,52.90819,-16.225466,4.6792097,-9.648978,6.208411,-13.225504,-10.285472,-4.85539,-7.1695337,-9.509345,-4.0570216,-6.372837,1
-503.1968,60.193623,-1.0400778,7.586291,-6.161301,8.882293,-0.7736887,-2.7115126,-6.0298214,1.170126,2.423976,-4.5790296,-8.35962,1
-473.18262,60.235806,-12.515898,8.6502905,-3.6853323,10.307843,-8.472477,-7.7240615,-2.5389884,-0.7332205,-7.4817038,-10.202393,1.4325448,1
-412.56458,55.09369,-11.150178,-1.2990177,-3.5900068,5.913097,-15.532414,-8.84284,-0.5276326,-4.0661173,-7.848703,-1.3537096,-5.1501484,1
-394.84222,39.204865,-14.85461,5.960146,-5.9962873,9.705054,-14.871124,-3.5381672,1.687269,-3.8424935,-5.074214,-0.5545501,-12.532869,1
-370.69223,51.486713,-11.239815,-4.1370454,-17.335766,8.755545,-13.005147,-12.777492,-7.2830215,-0.59981924,-8.527443,-8.905419,-7.803307,1
-485.47375,46.298584,-1.3151108,12.900211,1.0402417,15.274046,-11.273637,-4.494522,2.7725906,-1.2651666,-1.4024783,2.040114,-3.0737994,1
-399.3726,56.105576,-2.3204072,7.472143,-3.3629487,8.667383,-5.6657925,-4.1625075,-4.5330567,-0.47996196,-2.0590649,-3.80619,-5.0392113,1
-467.8035,59.79573,2.5334408,12.861663,-5.060969,14.522017,-2.5187485,-4.2745543,0.73990834,4.506231,-2.8975642,-1.7363962,0.5664654,1
-387.70425,45.468517,-12.088159,-2.231239,-8.807911,5.1996803,-19.837986,-11.371211,-1.2642725,-8.006034,-9.299346,-2.5781426,-6.0895185,1
-424.0394,43.997963,-8.811824,5.075023,-3.6477168,13.605639,-8.556823,-8.870983,-1.7317984,6.7723174,-3.6755266,-6.9471865,-6.1346383,1
-372.89502,37.704834,-25.919258,0.22295837,-12.45336,-3.9838033,-11.097944,-7.0772758,-8.546702,-3.2859306,-1.3220534,-7.062644,-6.5735254,1
-330.8883,44.978756,-9.664908,3.3192723,-11.720223,4.6731806,-10.902786,-9.076057,-4.9889917,-6.9483304,-5.1696086,-2.7148693,-8.240206,1
-441.29688,52.518627,-6.8591466,10.116938,-7.3660803,10.725243,-2.945833,-4.8938384,-5.3309865,3.0666761,0.28178513,-3.8055904,-9.518742,1
-508.0661,57.689274,-5.0365477,14.377852,-2.84563,7.419003,-6.417403,-4.0050263,-1.3398391,-1.6926575,-7.0151553,-5.4112363,0.45777854,1
-438.05344,58.69867,-14.492355,-0.25958177,-2.50209,6.140416,-16.593782,-7.992821,-0.050381843,-3.927254,-8.087524,-1.3020034,-4.632647,1
-450.49185,39.787445,-15.541989,9.440732,-7.251693,5.2730975,-19.175417,-2.8516161,-1.921695,-5.8915133,-7.195102,-0.06331906,-11.25185,1
-384.5912,53.278328,-14.091925,-6.2971506,-14.005381,9.587534,-12.995082,-12.076395,-4.208109,-0.36679006,-5.0991945,-8.817786,-6.975413,1
-473.73184,49.794147,-2.3978465,9.429537,1.94719,17.5908,-10.900606,-5.2143927,2.4970038,-1.620991,-0.6095641,0.4812128,-2.2191095,1
-393.14352,61.81935,-7.0454125,7.3452716,-2.4282146,8.907117,-8.890113,-3.5924602,-4.3078465,-2.4382567,-2.7975438,-6.0314646,-4.4343925,1
-425.12427,59.203728,1.8417032,12.052355,-11.506887,9.283078,-4.3822203,-5.7320433,-3.47736,2.7687585,-0.14030224,-2.6368928,-2.3540518,1
-419.00183,48.374786,-11.352782,3.9193373,-2.6003435,8.09338,-18.872307,-6.888296,-0.35325012,-5.0647936,-8.895786,-1.0109755,-6.1930504,1
-445.62622,45.48221,-4.752322,6.67602,-1.6941185,11.996101,-6.7316327,-7.4676027,-2.624061,5.8680706,-3.0202324,-9.017198,-5.307794,1
-380.4664,40.996502,-26.165373,1.297792,-12.419462,-5.666915,-13.492126,-8.134573,-8.284866,-3.9303312,-2.6954117,-5.6929016,-4.6303515,1
-471.74625,42.41248,-10.457266,7.3622155,2.1343873,7.256809,-7.207461,1.8985232,1.275244,-1.6215614,-3.6814363,1.0148256,-5.0516872,1
-450.50186,57.46758,-10.625826,9.272177,-9.861031,10.909419,-5.4578958,-5.712312,-5.5141783,1.6207931,1.1148872,-4.71843,-11.903716,1
-494.6941,55.645412,-12.834141,12.449357,-0.24141622,6.455221,-10.370069,-5.269559,-1.9738882,-3.0819094,-7.036635,-6.8400745,0.98744196,1
-290.31775,54.832417,-0.5511365,12.959953,-5.9190702,-8.243279,-5.098099,-4.0359864,-12.994426,-11.245528,-2.167112,-13.012722,8.106268,1
-349.06638,94.179855,7.7370243,11.383282,-0.4276041,-3.898298,-11.006494,-3.165841,-5.957848,-11.46161,-7.809569,-15.547866,-0.7741388,1
-335.34344,86.86167,-1.3049322,7.5130734,3.376277,-1.6659104,-15.22571,-9.699992,-8.069855,-14.567293,-4.906207,-11.9407425,2.6091182,1
-327.42722,86.19528,1.8616333,9.523821,-1.2731996,-5.916889,-12.784484,-6.3413277,-3.8356793,-9.156081,-3.3876646,-17.626009,-5.5326552,1
-289.57004,70.55608,-0.1323964,13.837696,-9.910234,-3.2924576,-12.5726595,-5.2073126,-7.0794673,-12.001502,-6.746142,-24.969715,1.1429061,1
-327.65036,86.35081,1.4395455,14.554341,0.49543092,-8.535257,-7.963337,-3.8794324,-11.45601,-12.663305,-4.8825316,-17.465399,-2.4045696,1
-374.15823,95.78305,17.699892,17.37086,5.700829,-10.051545,-5.0511417,-5.6536307,-14.426953,-10.822924,-3.829327,-14.565327,-5.6738653,1
-326.53845,97.92213,-0.0017617388,4.7195644,-2.3799818,-2.5349429,-11.651869,-9.4102745,-8.802606,-11.122062,-1.1864463,-17.080086,-1.395107,1
-342.03198,93.341515,10.605413,8.011391,0.5526767,-7.750479,-11.957905,-7.933915,-7.594855,-10.519754,-3.1640494,-12.039359,-3.4896834,1
-360.90573,102.30374,17.542252,10.069442,-7.2532787,-4.4402394,-13.101106,-8.253417,-4.6685953,-9.214074,-0.9792242,-18.378595,-1.3891454,1
-343.09995,90.562126,15.9181,2.1308289,-4.385204,-2.9476657,-9.365822,-10.073283,-10.289251,-10.443347,4.2058663,-7.9559336,3.3987446,1
-239.37016,39.38527,-15.459692,10.439176,-8.847232,-12.379409,-5.475927,-5.42287,-9.360089,-10.199959,1.9786289,-18.139587,2.7160387,1
-333.95544,73.416306,17.74849,11.289164,4.8600545,-10.585812,-7.8708224,-4.476294,-7.0394635,-12.903818,-2.72921,-9.32736,-2.1918223,1
-262.3385,58.77644,4.951035,3.460458,-7.6997013,-3.9548225,-7.5805054,-10.582545,-5.4883313,-12.230578,-2.6635292,-18.636892,-2.3755639,1
-306.9082,58.965218,4.619127,11.844259,-6.429075,-7.965969,-3.765744,-9.145694,-12.10066,-9.843037,-4.734202,-8.152328,5.8175025,1
-282.2575,52.82267,-17.77001,0.54221106,0.23449,-4.7964044,-7.1590123,-9.277145,-6.2229342,-0.10972282,3.5125213,-6.054479,0.5413571,1
-332.42105,92.04155,-0.9425959,6.273386,4.9538364,-1.9841444,-6.6664457,-7.220751,-5.593037,-7.3991604,-7.6521997,-16.457909,-4.9703946,1
-306.09525,81.50664,-3.5461667,5.5302043,2.4404562,-4.3318634,-6.3522706,-8.073891,-7.695976,-9.233329,-8.608236,-19.325798,-4.5218415,1
-250.00517,61.97489,-15.569854,13.245709,-13.458001,-9.892396,-8.586267,-16.011286,-9.980722,-2.1164334,5.304757,-1.3937752,10.326702,1
-291.88428,62.141537,-6.4348783,13.275069,-2.9560387,-12.9481735,-6.375251,-7.841812,-12.036288,-5.9216795,-2.8315933,-11.1818075,4.120759,1
-296.18576,72.72515,6.6226377,10.021032,-5.7978125,-12.631545,-4.4384375,-9.733081,-11.9210415,-7.092971,-6.400036,-15.325051,-2.7254372,1
-234.51845,52.93239,-24.597662,-0.80918866,-5.6240606,-1.6708817,-8.823988,-12.657689,-8.142943,-9.253364,-3.9350145,-16.937067,3.6314344,1
-309.343,82.603905,-4.7065883,9.130823,-2.0930276,-11.244784,-5.012512,-4.083692,-12.017596,-9.43812,-7.35135,-15.672079,-2.7141755,1
-221.8732,53.16415,-9.599637,4.7972364,-21.501606,-0.41196927,-6.339537,-12.528393,-2.9425209,-11.982321,-6.554644,-27.466606,-6.2221026,1
-283.5872,70.81202,-4.6362,-3.9308238,-10.992021,-0.05953096,-6.3685274,-13.242072,-10.595046,-9.690334,6.3643136,-6.7339993,5.9820504,1
-279.2144,67.71467,-10.010245,16.806313,-3.1724715,-14.914241,-3.5055377,-10.145953,-15.825815,-5.671886,-8.560529,-18.65637,-0.80088365,1
-295.24362,79.51808,20.646654,13.984024,-6.1753693,-14.975612,-4.2379856,-5.440245,-6.8015623,-10.088914,-5.268993,-18.211546,-8.966517,1
-275.65012,60.89775,0.698377,8.6301155,-4.306695,-8.876628,-7.3138127,-11.417982,-9.619986,-12.115708,-4.972688,-14.148153,-1.9934442,1
-329.53235,73.96086,8.15869,15.924012,-4.19354,-9.376512,-2.3994424,-2.901036,-6.1463246,-6.859017,-4.1065946,-17.33461,-7.064682,1
-280.36084,40.334644,-11.6413355,9.393835,-3.9582963,-1.2396733,-5.634979,-7.3994513,-7.7703767,-10.672122,3.7713873,-6.7283683,2.3075356,1
-329.1349,87.56983,-4.3767104,1.503953,3.4428024,-5.17678,-3.709666,-3.9742055,-8.658354,-8.6846,-7.175462,-17.910976,-9.905629,1
-264.80176,55.05238,-17.341877,-2.0249104,-1.103073,-3.2166543,-7.5451193,-4.3527226,-6.233941,-10.2981615,-6.62175,-17.440617,-4.3947234,1
-322.56592,82.2983,11.067468,21.064365,-8.337605,-7.8789287,-6.0205293,-7.7757025,-8.653065,-8.885256,-2.1290236,-18.019886,-5.2418427,1
-298.0118,79.72341,-3.765723,6.750483,-4.550231,-12.811859,-3.1873906,-1.5297679,-11.207289,-7.3572893,-4.376885,-17.712551,-6.91958,1
-344.99408,88.55508,14.205428,8.052267,-2.037057,-8.733158,-0.38610923,-8.38852,-7.5424056,-5.944916,-6.0338993,-15.535154,-7.8987665,1
-271.6146,77.32832,-14.316373,-0.41933647,-6.448937,-2.4597056,-5.6745796,-7.327392,-6.0744214,-7.236009,-0.871246,-20.249428,-5.4935064,1
-343.6481,94.35438,5.997743,8.923193,5.2298374,-12.352963,-4.8290753,-3.710649,-11.391263,-5.0914636,-4.7101245,-15.41319,-6.9512444,1
-357.72635,99.7004,15.808396,4.938428,-4.6787395,-3.165221,-7.012234,-7.283495,-8.348175,-7.428509,-5.6722894,-16.563,-5.628703,1
-369.46088,96.207436,20.61174,5.4091053,-4.2151713,-0.3958061,-3.2825367,-7.980297,-7.027959,-8.978986,-2.655972,-16.093847,-6.8891945,1
-251.62471,38.268436,-12.505771,6.9508553,-12.822256,-10.975964,-0.20378059,-8.719209,-13.758848,-2.7827513,-4.9221787,-18.930168,0.20663434,1
-325.5107,71.83767,12.681188,7.6748414,-0.8303841,-11.251676,-1.1791593,-5.1009855,-5.8669143,-5.31595,-4.1320114,-16.24831,-7.575818,1
-294.4823,73.57388,1.2398385,5.1228337,-5.8526626,-9.764151,-3.9456112,-5.924211,-5.676724,-8.305427,-4.6686606,-19.45946,-6.748747,1
-268.2526,73.09717,18.485744,14.625759,-7.292459,3.1279285,-0.5124344,-4.102498,-7.2694054,-15.18862,-4.2736,-4.379405,4.026512,1
-276.1046,82.65118,13.422532,5.245582,0.18552405,6.881531,-9.775739,-8.726678,-0.74702173,-7.0251365,-4.146701,-0.6089705,2.008307,1
-314.4088,103.43675,14.496881,9.687239,2.0382967,-3.0608258,-8.301966,-3.4832118,3.9994879,-9.276666,-8.425875,4.537758,-9.526338,1
-297.40082,88.2809,14.899966,13.129093,-2.6382153,-1.5587702,-7.797314,-13.094829,-8.876281,-5.466852,-12.802325,-4.62705,2.6615345,1
-312.41083,100.04969,12.695655,18.431198,-3.0303879,-6.381757,-1.4154127,-4.167374,-4.674413,-9.162704,-5.0137014,-0.42422214,-2.8153853,1
-319.9005,91.5379,28.587454,15.29207,-2.3466458,-9.077204,-2.1845145,-1.0472703,-2.2589078,-5.231854,-5.153481,-3.7361178,-8.128896,1
-234.45628,71.142845,4.5993237,5.181851,-6.5987697,7.237036,-8.248231,-13.570579,4.5164733,-7.937679,-4.8774033,-7.024908,-5.342581,1
-349.41687,106.832634,25.557985,12.762876,3.8601418,-0.54486156,-3.553221,-4.044429,1.585423,-6.0011077,-8.448158,-2.1760871,-4.0218706,1
-305.26373,101.241196,20.12061,4.783586,-8.334465,1.2409192,-1.4665014,-12.522755,-2.8128777,-3.3682604,-5.3571467,-2.9518363,-4.9405236,1
-323.7932,97.37456,29.44497,4.478083,-7.8933563,2.3628542,-1.2124485,-8.243977,-2.647558,-9.80307,-5.2502594,-3.3144734,-5.5189533,1
-364.10544,107.19258,29.902498,18.567633,4.3015475,-2.6077318,0.72391856,-2.83825,-4.180473,-4.9128513,-4.1468825,-1.3719491,-3.3604877,1
-325.21158,89.10475,30.819017,15.206423,0.60930264,-6.297528,-2.6256003,-2.5571358,-1.3206203,-5.380773,-7.460549,-2.2398639,-4.1031675,1
-313.80273,97.79524,23.442625,10.674075,-1.5133461,-2.514615,-2.7265158,-6.2467046,-2.7249296,-3.6855812,-4.882041,-2.613506,-7.817407,1
-257.30594,76.53613,17.978317,18.741394,-14.515922,-7.3953834,0.1133127,-8.776844,-5.9433746,-6.277416,-5.1159067,-8.875258,-4.5527253,1
-230.47075,68.12547,-6.43154,11.249421,-5.264577,0.55345565,-5.610592,-4.579112,-0.061634578,-12.224988,-14.203439,-4.743484,-1.8364081,1
-275.5632,101.02196,-6.975901,9.5213585,-6.3754306,5.200907,-11.49416,-4.0080943,1.0194964,-0.4703473,-7.768915,2.4053833,-0.5112199,1
-421.43552,115.05903,48.345646,22.437191,7.1726675,6.9539795,-3.05398,-4.6095777,-1.4771447,-6.9996037,-5.224458,-6.3782973,-5.8776717,1
-333.5209,117.186485,30.38444,17.462605,-12.217215,3.2192612,-3.9839525,-13.34469,1.4677655,-5.344209,-6.2923875,-5.5436435,-1.0581577,1
-371.76932,117.882324,30.956833,15.689619,3.3153415,1.0401211,1.12109,-0.93592066,-1.3045796,-4.9316735,-6.4213605,-5.0665913,-3.1420717,1
-293.59573,91.89992,28.068804,12.3527975,-8.079976,-5.1860156,-3.1264558,-6.329193,-0.283327,-4.776165,-4.644622,-4.817825,-4.9969788,1
-326.85138,128.28014,20.996408,1.6478633,-9.704071,9.811792,-3.5431368,-12.235813,1.0741724,-6.029652,-4.3879147,-6.1608143,0.34496397,1
-314.76328,110.83243,21.355698,9.950209,-4.118697,2.8598695,-8.303253,-7.926415,2.0622573,-8.542804,-4.7647543,-2.8023531,-0.02608413,1
-380.9104,123.279465,47.57287,16.744797,-5.868565,4.872785,-1.3755798,-8.595496,-0.7801469,-5.5026803,-3.1075804,-5.527225,-3.36911,1
-317.739,105.345314,36.442284,9.166558,-18.678354,0.76000035,-4.2561126,-5.2957573,2.8386972,-8.974553,-1.8694626,-4.4863815,-3.7256832,1
-376.60812,112.22801,39.63958,23.375345,-0.41348636,-2.9535306,2.2591944,-3.8032749,-5.4926195,-7.8625965,-1.7366012,-4.7928176,-4.893561,1
-262.67548,83.06892,10.759807,11.056551,-4.644066,-4.4480615,0.08270563,-4.409647,-2.474763,-7.0597687,-9.739839,-3.0416684,1.9865966,1
-234.83688,76.899666,9.475109,4.032108,-15.926278,0.57478225,-2.532877,-8.740318,2.988554,-4.514628,-2.9203162,-5.018094,-7.3732,1
-317.2031,78.52256,25.061325,23.14549,-10.620507,-2.4798996,-0.43205765,-0.63932025,3.6295419,-3.911387,-1.4760773,-10.628221,-13.241777,1
-214.24019,45.421852,-13.362395,6.6476703,-16.066053,10.012052,-13.764565,-6.1639514,3.618834,2.6844988,9.6381235,8.958222,-3.4806423,1
-274.5546,66.775955,5.2105107,12.120423,-9.450452,14.9005575,-11.968247,-1.6235663,4.019993,-8.414223,-7.9945545,-8.791758,-0.5774241,1
-337.77682,91.425224,27.50007,24.204836,-10.454338,2.3608835,-5.0485682,-7.9383116,4.292118,-3.7340145,0.272864,-9.4224825,-5.2074304,1
-345.92593,94.24768,26.826426,20.554754,-5.947268,1.6759408,-2.283873,-2.9147167,2.5564356,-6.081692,-1.5616871,-5.858755,-8.3309555,1
