mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,Energy,RMS Energy,Intensity,Tempo,aggressiveness
-578.60443,57.904385,4.083878,16.501888,-6.270226,2.754275,3.5441532,-4.6012974,-9.515499,-1.5091032,-6.660471,-0.25161725,-5.247158,11.689239,0.008393583,0.12967646,54.978390957446805,1
-437.5281,83.571236,-20.404234,7.964207,-9.715524,-3.15728,-20.6313,-18.211107,-13.558519,1.4065696,-16.38374,1.8531542,-5.3409443,45.10549,0.01988893,0.15036754,143.5546875,1
-586.9974,63.649445,-2.3751779,10.8887415,-1.5708797,-1.3878424,-10.7724495,-10.992092,-13.340204,0.9427894,-15.39511,1.7836405,-14.903048,4.212019,0.005499916,0.057685353,184.5703125,1
-523.1109,39.708836,-18.64077,12.91183,-23.471638,-9.251178,-12.679295,-13.919709,-11.9616375,-4.687291,-9.036009,-2.7156389,-11.33656,17.290854,0.01042893,0.14479464,234.90767045454547,1
-492.83432,49.204403,-9.949426,8.963242,-17.71878,-2.8741865,-15.668401,-10.433636,-19.492365,2.4794085,-13.3689995,-4.186106,-7.4988856,34.417465,0.01549354,0.28753746,123.046875,1
-518.8837,50.053246,-16.682215,2.5153098,-13.430906,-6.6288247,-8.78523,-11.941337,-21.371973,-1.1845615,-9.529924,-3.3515518,-9.792351,29.95731,0.013965317,0.14438167,117.45383522727273,1
-598.86346,41.048416,-23.75827,12.320303,-17.481117,-4.5316405,-18.974422,-13.212619,-13.648394,-0.40754795,-9.029851,0.86257064,-11.733364,3.9403949,0.0049015395,0.068287484,107.666015625,1
-532.10876,58.27929,-17.09831,4.070518,-10.480617,-2.9221685,-17.608246,-6.1777124,-21.400602,2.8133569,-8.262146,-8.20345,-4.4647346,12.6367235,0.008974564,0.12461517,151.99908088235293,1
-497.91388,43.99173,-22.688297,7.9264393,-16.207989,-8.65906,-11.947242,-12.396555,-13.9704275,0.051832933,-10.341795,4.6628036,-6.503468,41.913826,0.014913271,0.27207425,172.265625,1
-513.3352,56.555588,-24.717806,8.975459,-18.958271,-4.282649,-11.134403,-11.850455,-11.445163,0.25598672,-10.272085,0.3138272,-13.664468,16.311642,0.010045886,0.16804089,198.76802884615384,1
-533.1201,47.03524,-19.642036,7.04515,-18.886316,-5.548967,-14.620519,-15.564308,-14.360759,-1.2182227,-8.205977,-6.6611433,-9.121856,13.043754,0.009627198,0.10345072,129.19921875,1
-501.58408,46.562016,-23.330633,6.6857495,-12.833551,-15.164326,-14.699416,-9.08793,-15.922953,4.434894,-11.485545,-2.0636783,-9.210957,15.309572,0.009768337,0.1306049,143.5546875,1
-560.27484,56.562607,4.141005,16.8196,-6.9373717,-0.27416182,2.481882,-4.6625385,-11.23265,-1.8282722,-8.7471075,-1.9849586,-6.8734045,16.122522,0.010347885,0.11096547,66.25600961538461,1
-437.81226,88.78412,-25.735058,14.65922,-13.454546,-3.124814,-19.132982,-19.692865,-5.9759774,-1.976127,-15.8569565,2.8098948,-10.698005,49.640423,0.021080168,0.18424839,135.99917763157896,1
-549.2836,61.044544,-12.676959,9.625237,-6.337666,-6.405348,-11.940207,-15.92358,-14.377978,1.2107755,-15.069954,1.2224557,-14.524372,5.9100995,0.0066197403,0.07468323,172.265625,1
-502.72534,43.695995,-23.194767,5.1983943,-25.681059,-10.03952,-15.27615,-14.859033,-14.886849,-3.3425446,-12.256622,-5.6631317,-9.970823,18.114271,0.011371465,0.16989027,198.76802884615384,1
-442.79898,50.332233,-11.139003,16.675484,-12.553471,-5.5322556,-15.0282545,-10.651848,-18.311253,4.997536,-14.813961,-4.239055,-4.226336,75.54796,0.023217421,0.34047303,198.76802884615384,1
-535.5774,59.144222,-22.87108,1.3690503,-15.556604,-7.1543036,-8.985865,-10.516569,-21.927895,-1.6868591,-9.303373,-4.2824135,-10.96033,16.831831,0.010963779,0.12787607,161.4990234375,1
-498.40683,42.685177,-27.576857,0.13307883,-20.468252,-12.510635,-18.405323,-14.969906,-17.816956,-2.7224197,-12.071952,-3.0668035,-16.341785,21.836891,0.011017514,0.18828943,56.17357336956522,1
-493.96405,61.8434,-16.270166,6.674518,-11.402196,-6.4514556,-17.438286,-8.87581,-25.76947,-0.5631831,-10.086343,-12.215585,-7.009182,19.86119,0.011221622,0.19010401,129.19921875,1
-434.91275,51.02702,-30.495535,1.1720945,-20.458872,-16.965614,-16.070507,-11.922399,-20.075241,2.7656374,-14.106451,4.7915564,-12.474944,75.1647,0.024154784,0.23309582,143.5546875,1
-399.97632,43.409485,-34.944546,8.068461,-23.337957,-6.3774714,-7.535753,-14.296328,-6.8296466,-2.656024,-8.234467,-1.1118867,-12.006556,154.54158,0.03131622,0.47316015,112.34714673913044,1
-369.35962,26.647535,-29.562819,5.558635,-24.407455,-1.8172995,-8.607146,-14.824346,-9.265598,-4.7895746,-8.25969,-2.0298986,-6.5459013,396.949,0.04638823,0.8368604,123.046875,1
-291.22473,37.135246,-64.844765,-7.9437566,-23.27942,-21.573322,-16.856365,-12.485803,-16.023682,10.686462,-5.677857,17.777063,10.573052,1229.7769,0.093493156,0.8605811,215.33203125,1
-435.41586,61.579296,-21.083702,10.5313635,-18.619896,-5.3780947,4.2650323,-8.099157,-12.410151,-1.1781542,-7.834793,-0.18756725,-8.021702,123.8761,0.028731383,0.3496959,99.38401442307692,1
-302.81683,59.874737,-33.41533,10.137871,-16.739607,-13.694851,-14.000388,-16.251705,-13.363191,-2.5336087,-14.446443,-5.105538,-7.9161253,715.575,0.070223205,0.9427664,73.828125,1
-411.57526,55.567066,-15.3351345,5.0512533,-7.2997417,-4.587373,-2.0464973,-0.9580177,-11.632669,4.4920554,-8.767216,2.9538453,-6.8567395,160.17654,0.027851487,0.5751135,123.046875,1
-301.9447,50.224373,-50.207188,1.737215,-36.30616,-17.154118,-11.429682,-15.456919,-14.373246,-1.8988369,-13.410395,7.6918364,-8.952544,724.232,0.06806547,1.014357,151.99908088235293,1
-390.79773,48.72307,-16.214233,10.387009,-18.205383,-10.691375,-9.808001,-10.283019,-16.3798,5.813829,-15.63189,-1.2960411,-4.2713447,181.26044,0.033196412,0.47266316,172.265625,1
-365.2577,8.342076,-42.87765,-1.4254751,-22.973862,-7.7951922,-11.769244,-1.9030278,-17.74797,-3.1978047,-10.300994,-5.717815,-0.6200915,834.4101,0.066294394,0.9622314,117.45383522727273,1
-373.2988,47.62215,-18.749586,20.55074,-25.042267,-8.040965,-11.788099,-11.723663,-14.363364,-4.8104334,-14.055117,1.6630886,-12.922972,104.22777,0.026696917,0.47601724,103.359375,1
-430.24088,47.366768,-26.705267,6.029272,-11.715945,-12.518344,-17.972942,-8.892843,-21.4908,3.059968,-13.801864,-6.34569,-8.302851,89.19638,0.024306986,0.27807742,151.99908088235293,1
-352.7792,41.980473,-31.109936,6.84949,-32.79665,-14.760268,-11.503538,-13.174283,-16.954721,-0.96102625,-19.981403,8.491938,-15.060886,287.74493,0.04506373,0.4754049,151.99908088235293,1
-414.90662,49.18016,-37.173954,8.625023,-24.532255,-5.110613,-4.0586095,-12.925836,-9.381338,-2.7091916,-8.414408,0.7243224,-14.220375,96.38341,0.025582457,0.38136044,143.5546875,1
-390.99753,29.878279,-27.338234,5.2446165,-25.37781,-3.6751046,-11.886982,-16.530266,-11.462336,-1.7204759,-8.931121,0.66908616,-5.551224,214.37035,0.036245037,0.6023797,123.046875,1
-290.10995,36.020817,-64.45065,-3.302705,-23.549734,-18.740812,-17.91588,-7.966263,-17.71943,7.4648166,-6.9962263,17.55029,8.915552,1016.2702,0.088291034,1.0001445,198.76802884615384,1
-345.77026,39.4097,-28.55327,10.208273,-18.593006,-8.884465,2.8868332,-4.896906,-9.657408,-1.5651827,-7.960265,-2.0447543,-9.176592,757.54504,0.061688393,0.9934,117.45383522727273,1
-289.15045,67.182785,-43.231106,0.9130573,-26.046564,-14.39439,-16.613716,-10.292479,-24.96503,-4.037119,-17.071985,-8.793112,-14.770151,860.82495,0.08671336,0.7485841,161.4990234375,1
-342.96356,45.965294,-28.838018,-4.648119,-11.966949,-6.7580442,-5.0375075,-1.8993441,-13.736687,3.1333542,-11.760057,0.8378176,-9.304291,642.66406,0.061275933,0.8298361,117.45383522727273,1
-319.38232,43.341015,-51.256943,-0.25251412,-38.704277,-19.232141,-11.787021,-18.404547,-10.87586,0.3667511,-10.723146,11.763217,-8.120605,358.84274,0.049868856,0.652724,184.5703125,1
-386.89053,39.275375,-27.37349,7.0699644,-17.601929,-11.450591,-9.880119,-13.014977,-18.873253,8.09819,-14.416373,-2.7489674,-5.0456195,461.62857,0.045815464,0.9964686,86.1328125,1
-345.23825,-1.8275604,-45.40044,-4.227632,-25.54672,-0.8774989,-12.754228,-1.8708365,-15.796398,-4.443147,-10.549986,2.2178416,9.237782,1312.9055,0.08523024,0.94329286,117.45383522727273,1
-301.489,35.873024,-43.08052,-5.99272,-33.190228,-19.673615,-16.634232,-12.698392,-14.386443,1.2769977,-9.371441,5.2485566,-13.9792795,947.2402,0.07681784,1.0046426,95.703125,1
-442.46872,51.977577,-25.226625,3.0200393,-11.32332,-9.786462,-17.625122,-6.7174873,-23.828804,0.79098827,-10.555176,-9.70781,-7.783018,90.26957,0.023640545,0.34148037,129.19921875,1
-387.81375,45.216686,-35.20393,6.4584684,-28.00522,-14.154725,-13.445136,-11.127287,-18.717957,3.5645242,-21.480978,8.543284,-10.73953,163.49,0.034148794,0.4302545,123.046875,1
-367.2272,39.719692,-46.422432,-0.5401317,-29.606918,-11.785119,-10.391111,-19.551367,-14.288672,-5.461355,-15.015689,-2.3666096,-18.72331,566.64185,0.060963526,0.9828833,184.5703125,1
-365.8149,20.684513,-28.142477,6.3355136,-22.323645,-8.426528,-14.38034,-18.228895,-10.012252,-1.0411464,-8.808053,-4.90883,-10.821215,415.3568,0.047955953,0.98244506,198.76802884615384,1
-293.4457,35.680813,-58.197063,-8.512178,-26.089478,-24.35538,-15.5629225,-12.013052,-22.230164,7.8669386,-20.8601,3.497972,-2.1665804,811.8029,0.08229177,0.6528777,123.046875,1
-465.29965,40.38839,-11.45387,7.116635,-15.895145,-4.022662,1.646241,-10.368404,-9.796323,-2.6836452,-8.232475,-0.08013751,-7.4446163,114.421455,0.025876375,0.42227095,67.99958881578948,1
-345.79846,51.64394,-24.759188,2.081308,-18.933432,-10.323234,-15.062076,-11.188905,-20.948982,-2.2164252,-13.138019,-5.6073785,-11.586099,773.2661,0.071757555,0.8589504,143.5546875,1
-422.42712,59.66051,-15.571626,5.363965,-6.664608,-5.2550936,-4.6856146,-6.217909,-16.409903,3.9064448,-14.0507965,4.3754616,-9.653757,122.40547,0.027138006,0.53681386,234.90767045454547,1
-325.83316,32.89852,-49.326668,-10.0934515,-35.35636,-17.614727,-10.205952,-21.133175,-9.59313,-0.016596515,-5.195202,10.4885645,-6.6622243,668.8548,0.06625504,0.81635225,172.265625,1
-389.79214,33.365402,-24.569677,8.532564,-16.311125,-11.482407,-6.7538886,-14.098109,-20.102648,9.899399,-17.698538,-1.9939239,-9.456334,397.421,0.04922796,0.8164143,172.265625,1
-346.99887,0.10985175,-45.501373,-7.1340823,-25.753008,-4.2459784,-14.950004,-2.992096,-17.062162,-0.45507818,-14.695656,-6.6921096,1.9788811,968.3084,0.0758558,0.97197133,184.5703125,1
-263.92648,36.510265,-42.724422,-11.681042,-29.323513,-16.90281,-16.267023,-9.811727,-16.413536,-2.2887094,-10.343272,-2.6987302,-9.870393,1375.0851,0.09027588,0.99677354,129.19921875,1
-367.70108,38.77222,-27.186922,2.892675,-14.5855055,-11.883001,-18.025244,-12.501016,-28.962608,0.7303102,-14.457242,-9.061912,-8.958935,283.05267,0.045196842,0.5762425,135.99917763157896,1
-433.50452,50.827763,-21.169802,1.852777,-22.672316,-8.614136,-16.93744,-12.532676,-17.603085,0.09278635,-13.928772,9.656613,-10.991736,78.264465,0.024164544,0.27293706,112.34714673913044,1
-366.19968,36.522987,-45.752514,1.747153,-30.024246,-10.598287,-8.866207,-18.608398,-12.037451,-5.402029,-14.247994,-2.9610724,-18.698612,414.63553,0.053847827,0.6378947,161.4990234375,1
-412.49106,21.733986,-31.27467,-2.8735585,-31.884708,-5.6007566,-16.99954,-18.165741,-13.04092,-6.3276386,-9.858001,-1.4361002,-8.631815,168.63481,0.033852275,0.60511607,172.265625,1
-312.36258,31.795076,-58.635906,-2.341963,-24.176033,-21.553452,-10.844796,-13.520054,-22.360718,3.8215764,-19.87135,3.8928514,6.533618,761.1134,0.07868419,0.81285286,135.99917763157896,1
-447.66043,46.181805,-14.746291,11.908635,-15.415051,-6.5237794,3.3199346,-10.511909,-10.863014,-3.4820945,-9.010295,-0.4643238,-7.0567803,139.11514,0.02810685,0.5258,66.25600961538461,1
-323.63626,52.093426,-34.60054,4.5048256,-25.88385,-10.323024,-18.487066,-12.194373,-21.346424,-2.8342679,-16.270239,-4.7264247,-13.759204,773.8792,0.07993835,0.6870179,151.99908088235293,1
-366.68396,55.85981,-22.807358,-7.8395405,-9.87344,-6.2480607,-7.4710116,-3.9606028,-16.731571,7.3676324,-9.056334,-1.0388968,-10.171299,388.7728,0.04937696,0.6105328,161.4990234375,1
-335.69678,44.2279,-39.66139,2.0527098,-39.027496,-12.529556,-13.116194,-22.257502,-14.256431,-4.9798923,-15.649757,3.062207,-14.071811,357.4917,0.049219426,0.79312307,184.5703125,1
-391.50925,39.696598,-20.77805,7.5902834,-16.943827,-12.16128,-7.970902,-12.693378,-19.296669,10.300942,-16.690674,-0.6615999,-5.099458,238.01187,0.039443158,0.51847816,99.38401442307692,1
-317.02332,3.1896565,-50.274826,-10.845997,-29.635939,-1.5788095,-12.70862,-3.835301,-16.656555,-2.3767424,-14.858074,-4.8706203,1.0095559,1367.4991,0.0903517,0.8439231,75.99954044117646,1
-450.74637,30.060455,-16.578314,12.321076,-17.484762,-2.0746334,-14.892571,-12.843436,-12.974782,-6.3430796,-9.833417,-3.2207077,-12.355988,75.16436,0.018752072,0.34646177,198.76802884615384,1
-370.75873,39.59778,-35.036335,1.9871664,-17.731846,-14.082383,-20.006893,-14.33038,-29.302309,1.7897896,-12.850585,-11.028237,-8.646326,243.08195,0.043353,0.44741035,123.046875,1
-435.03082,25.701954,-28.884644,7.554724,-31.301262,-7.9220386,-14.169514,-9.947134,-15.961238,-2.6021137,-13.944123,6.168841,-12.702954,107.72717,0.026771056,0.3442215,135.99917763157896,1
-299.25934,91.211494,-40.00894,44.164837,-22.03745,15.090467,-20.895763,2.649891,-0.113579646,-9.262995,-3.9033074,-4.744105,-2.828155,635.2243,0.07799782,1.0675087,129.19921875,1
-361.75134,123.68568,-18.43525,37.84058,-14.071021,18.45453,-11.094206,-7.701515,-1.6811229,-6.254239,-0.6377579,-3.982856,-6.201177,103.09849,0.028123965,0.5323896,172.265625,1
-329.98682,111.361374,-23.286484,21.360603,-12.460918,17.16189,-4.8143764,-10.584386,-4.4124737,-6.915127,-7.044109,-7.223354,-11.164145,329.60062,0.04945392,0.92971337,258.3984375,1
-332.4207,113.36719,-20.939756,28.912647,-12.006259,13.6718025,-9.623317,-8.923919,-5.152689,-7.158624,-4.0356846,-1.2608143,-4.11064,233.16469,0.043015737,0.6812619,184.5703125,1
-293.25458,104.72092,-32.366936,45.223637,-23.434273,11.496736,-11.609937,-6.6413236,-4.2938933,-11.3958435,-3.604509,2.3042703,-8.529444,571.28925,0.07616554,0.9367414,64.599609375,1
-354.70386,125.62283,-26.517681,41.82637,-12.160585,18.258505,-16.135386,-2.136422,0.301507,-10.333303,-4.3082943,-6.2143865,-3.9537172,79.23163,0.024493527,0.55904734,103.359375,1
-401.47357,134.48846,-19.138823,53.20452,-13.184071,25.814928,-21.15174,5.5416284,-1.2502859,-12.861197,-5.368188,-9.582651,0.84494156,17.287333,0.013761795,0.3579294,83.35433467741936,1
-351.05704,145.35144,-29.49051,39.801662,-28.318537,19.773783,-11.897204,-3.6255095,-5.49101,-11.641607,-5.662553,-5.595685,-1.6271536,62.276066,0.02809723,0.35384607,86.1328125,1
-358.55017,119.23021,-8.39453,34.58087,-10.882727,16.54107,-12.892474,-5.9038134,-5.7631702,-8.659639,-6.133773,-7.2177215,-2.0254092,61.434143,0.025079187,0.37808567,172.265625,1
-391.54642,134.63425,-4.6227865,42.011196,-18.514977,15.086821,-7.6316333,-9.840938,-4.2925596,-8.198724,-4.3572598,-1.7850939,-0.24181676,40.989777,0.01921238,0.2671285,95.703125,1
-352.99368,117.93842,-8.551863,37.398533,-26.524647,14.325285,-10.874277,-2.5872068,-3.417159,-9.43708,-9.777021,-6.7455277,-1.889567,110.16727,0.032839883,0.4620214,75.99954044117646,1
-255.73257,90.62699,-54.835228,38.92285,-24.25451,12.403885,-23.457073,0.036308464,-4.4613585,-12.018262,-6.157127,-2.8532326,1.1915151,530.37555,0.07558641,1.1459801,123.046875,1
-354.14316,109.54341,-18.030497,46.14921,-16.23874,26.045055,-20.657305,1.8209087,-4.632676,-4.505773,-3.3642695,-10.176309,0.4210323,49.476788,0.02245574,0.48977482,117.45383522727273,1
-273.5887,98.595406,-31.212791,41.013744,-27.604307,13.355183,-11.8911705,-2.1038868,-6.5087347,-7.8354263,-5.9741545,-3.8516226,-1.1141824,342.69357,0.061569113,0.7873062,172.265625,1
-304.7305,81.60462,-24.981201,37.600197,-14.7577715,6.151458,-14.352704,1.2147089,-4.3018456,-10.087994,-3.5422387,-7.530978,-6.197435,644.36993,0.06486087,1.1200566,184.5703125,1
-269.41742,86.357376,-50.076694,17.55392,-24.871471,14.007412,-12.752798,1.6658553,-7.0109844,-12.005123,-2.6336014,-4.402535,2.6842024,955.8245,0.099740684,1.024599,184.5703125,1
-361.05325,127.448456,-17.900734,24.424868,-9.949719,17.672892,-6.3660636,2.6355398,-3.1336007,-9.409216,0.531791,-5.6094284,-5.0840516,139.12886,0.03575702,0.58767664,151.99908088235293,1
-302.5517,109.30808,-27.610767,24.564035,-15.8383045,14.900856,-10.704366,-0.24991782,-4.6586356,-9.448966,-2.0051782,-3.7283318,-3.998627,405.35382,0.062803805,0.72973996,172.265625,1
-268.55927,106.45488,-49.99668,45.87288,-23.010107,5.5264378,-16.917707,1.3486332,-10.645769,-16.517488,-4.621453,-8.029286,-2.3171418,560.4473,0.08007194,0.85521513,103.359375,1
-286.94095,93.65251,-38.41716,33.149086,-10.721887,8.744633,-19.420034,-0.49414322,-3.9182127,-13.598526,-2.4547396,-3.9214833,-5.267547,773.15814,0.06562257,1.0406839,258.3984375,1
-293.675,104.331314,-28.263287,42.30407,-18.310913,10.530824,-21.05971,3.447455,-7.2875743,-14.096273,-2.8300345,-6.842302,-2.839332,424.71664,0.055665236,1.0101727,112.34714673913044,1
-234.91368,102.452896,-61.419807,27.384274,-35.75561,15.122307,-11.561384,-0.07726282,-8.304558,-12.765194,-3.932147,-4.367315,-2.657768,1175.2699,0.105254464,1.0083958,172.265625,1
-322.64325,120.416985,-33.251385,35.085777,-15.973124,13.805655,-20.762001,0.8069769,-0.9281644,-11.074445,-1.7383054,-6.053546,-2.4958634,346.55746,0.04739834,0.9603072,117.45383522727273,1
-208.83696,103.52954,-57.274616,45.20294,-46.536938,4.8365903,-9.311899,-3.8205407,-9.8770895,-8.638127,-3.0669715,-3.7019918,-2.5649261,763.93036,0.119825006,0.96315575,135.99917763157896,1
-303.24576,106.33797,-23.619345,23.591825,-31.351152,9.02354,-8.551092,0.64833826,-3.1422741,-9.247081,-11.09352,-7.476125,-1.5734031,524.7466,0.066228285,0.7660033,73.828125,1
-287.67648,110.97444,-49.948536,41.769203,-14.51416,13.214757,-22.712774,6.7087164,-6.127992,-18.430027,-1.1681846,-6.07382,-3.7649753,481.05585,0.05942238,0.9922386,184.5703125,1
-291.23767,100.34986,-19.72917,54.43816,-17.197361,14.201297,-22.43842,3.7377095,-5.8478036,-7.24038,-2.1009731,-5.0474567,1.6755321,245.02216,0.04103399,0.7255739,198.76802884615384,1
-279.58282,94.55687,-34.78815,39.737514,-21.301899,14.625469,-16.309141,1.3340756,-7.7779512,-9.595602,-5.1358347,-9.1033125,-1.3181673,636.0357,0.0650327,1.047901,135.99917763157896,1
-338.0369,101.51863,-20.991825,42.055805,-9.600419,9.880054,-15.549591,2.035412,-2.4582682,-7.809047,-0.8605827,-1.3698578,1.8727238,346.62228,0.044623487,0.98263955,112.34714673913044,1
-253.1977,75.62484,-62.816692,35.037018,-28.929043,13.571462,-11.888831,0.6699281,-1.7236828,-6.816154,-8.310052,-7.7119975,2.3898253,1228.5177,0.091453314,1.1891857,99.38401442307692,1
-335.5666,118.63035,-22.525625,19.111837,-14.339514,14.376192,-12.462131,1.3367957,0.22811042,-8.154601,-0.5228433,-5.595495,-2.802213,200.35858,0.039090224,0.6637583,117.45383522727273,1
-260.78778,95.33574,-48.548996,19.392914,-27.69519,15.651012,-13.979202,-2.2766404,-3.08102,-7.5143895,-2.1727722,-5.2743273,-0.2016794,889.3326,0.08913226,0.96403205,92.28515625,1
-353.971,113.50614,-9.871143,49.46932,-6.6870565,6.3456554,-10.335581,-1.8267938,-3.1726494,-11.24743,-5.016966,-2.5443113,-3.2101705,136.32472,0.037009545,0.47813863,95.703125,1
-312.41858,112.33737,-22.13966,26.94113,-10.207753,7.555475,-19.229033,-0.76180536,0.72404426,-9.857099,-4.1215415,-4.142554,-1.9694023,321.6988,0.04384048,0.9363738,215.33203125,1
-374.33337,117.88894,-5.9561257,41.74455,-14.25118,14.0832405,-15.036571,4.2610655,-5.458701,-9.060915,-0.38109577,-6.262045,0.5309523,60.26996,0.02019254,0.41796875,143.5546875,1
-284.75235,119.256615,-34.553047,25.365307,-25.468248,9.465786,-11.072209,-1.8073968,-3.7418513,-9.494381,-4.6331005,0.4895087,2.5245469,340.2661,0.055305135,1.0467448,129.19921875,1
