,VoiceClip_No,TextTranscripts,label,processed_content
24,Voice25,"
 So I made a few complaints last few days, but still no one attending to the resolved that issue.Yes, still there are some noises coming, and the internet not working.
 ",Non,made few complaints last few but still one attending the resolved that still there are some noises and the internet not
25,Voice26,"Yes hello, yesterday I made the complaint about my telephone
after the rain there's a big blackout came and a island wide powercut
After power cut our router is gone",Non,yes yesterday made the complaint about telephone after the rain big blackout came and island wide powercut after power cut our router gone
26,Voice27,"
Why is it that you people  get delay in giving response from your  office
I have been waiting, waiting ,Till after 5 minutes only you are all connected
Anyway, as far as possible try to conduct us as early as possible which is really good for everybody
",Agg,why that you people get delay giving response from your office have been waiting after minutes only you are all connected far possible try conduct early possible which really good for everybody
27,Voice28,"My wifi is not working Without that I cannot work, I am using my mobile data right now 
So I have a lot of meetings to attend, so for that I need the internet, can you inform your team to come as soon as possible ",Agg,wifi not working without that cannot using mobile data right now have lot meetings for that need the can you inform your team come soon possible
28,Voice29,"I made a complain regarding my fiber connction last week and I've been  calling for the past three days. They're not doing anything, no?What is their problem? 

",Agg,made complain regarding fiber connction last week and been calling for the past three not doing their
29,Voice30,"Today After the payment i did not get any message regarding that the payment was done
Usually When I pay after that, it will come to my SMS. Today it didn't come, that's why I called.
",Non,today after the payment did not get any message regarding that the payment was done usually when pay after will come today why
30,Voice31," from today morning, I think because of  the lightning and the rain, the connection got lost.
 can I have a technician to check on my phone connection?
 ",Non,from today think because the lightning and the the connection got can have technician check phone
31,Voice32,"Do you know how much GB I've used for this month? And also What's your GB pricing the costing?

",Non,you know how much used for this and also your pricing the
32,voice33,Can you please add 10 GB to this number?,Non,can you please add this
33,Voice34,"There is a problem in my connection It just has only two lights the others are not working. Only the 
Power button is working and the Wi-Fi button is working. I mean the light
Telephone line is also connected to the router",Non,there problem connection just has only two lights the others are not only the power button working and the button mean the light telephone line also connected the router
34,Voice35,"
Fix the fiber cable hanging on the electrical line now! The voice line's a mess, and your pathetic router isn't cutting it.Resolve this within today or else you will loose a customer.",Agg,fix the fiber cable hanging the electrical line the voice and your pathetic router cutting this within today else you will loose
35,Voice36,"I'm fed up with your billing chaos. Where are my hard copy bills? I want them now, not some lame text messages. Fix this billing mess ",Agg,fed with your billing where are hard copy want them not some lame text fix this billing mess
36,Voice37,"Hello.i want to disconnect my SLT line cause I have been calling you all for the past few days telling that my internet connection is not working and none of you all attended to my problem . Usless SLT services 
",Agg,want disconnect slt line cause have been calling you all for the past few days telling that internet connection not working and none you all attended problem usless slt services
37,Voice38,My bill is showing charges for a service I never used.can you check those charges,Non,bill showing charges for service never you check those charges
38,Voice39,One of your agent was really rude to me. I want to complain about your bloody agent,Agg,one your agent was really rude want complain about your bloody agent
39,Voice40,Can you check my remaning amount of GB during the day time,Non,can you check remaning amount during the day time
40,Voice41,There's a problem with my billing. Can you help me understand?,Non,problem with can you help
41,voice42,Unbelievable! My phone service is still down after days. Your lack of urgency is appalling. Fix it now or I'm switching to a provider who cares.,Agg,phone service still down after your lack urgency fix now switching provider who
42,Voice43,"I'm tired of your excuses! This Internet's a mess, and your support is useless.",Agg,tired your this and your support
43,Voice44,"Had a technician visit, but the issue is still there. What should I do next ?",Non,had technician but the issue still what should next
44,Voice 45,"Hi, I want to shift to another data package because the one im using right now is not enough for me.How can I request to change my package ",Non,want shift another data package because the one using right now not enough for can request change package
45,Voice46,You people are incompetent! I've been on hold forever!,Agg,you people are been hold
46,Voice47,Can I know Why was I overcharged on my last bill?,Non,can know why was overcharged last
47,Voice48,"Last time I called Your agent said a technical support will be sent to my place within the day, but nobody is here.you guys are terrible I can't believe how bad this service is",Agg,last time called your agent said technical support will sent place within the but nobody guys are terrible believe how bad this service
48,Voice49,"Hi,Currently I have the ADSL connection how can I upgrade it to fiber optic connection. Could you please tell me the process",Non,have the adsl connection how can upgrade fiber optic could you please tell the process
49,Voice50,Need clarification on the recent payment. Service is still off,Non,need clarification the recent service still off
50,Voice51,I'm fed up with your excuses! My phone service has been down for days. Your lack of urgency is unacceptable. Fix it immediately  ,Agg,fed with your phone service has been down for your lack urgency fix immediately
51,Voice52,"I would like to add on some GB to my connection.and also I want to upgarde my internert package
",Non,would like add some also want upgarde internert package
52,Voice53,"Hi,can you check and let me know when was the last day I have done the payment and how much more I should pay ",Non,you check and let know when was the last day have done the payment and how much more should pay
53,Voice54,i've been experiencing some issues with my internet service. Can we work together to troubleshoot and resolve the problem? I appreciate your assistance in ensuring a smooth connection. Thank you for your help.,Non,been experiencing some issues with internet can work together troubleshoot and resolve the appreciate your assistance ensuring smooth thank you for your
54,Voice55,"I've observed an increase in my bill, and I'm seeking clarification on the additional charges.",Non,observed increase and seeking clarification the additional
55,Voice56,"
Your agent is no good! I've been passed around, and my problem isn't getting fixed. Tired of the excuses. ",Agg,your agent been passed and problem getting tired the
56,Voice 57,"Your IVR system is a nightmare! It's a maze of options, and I can never reach a real person.",Agg,your ivr system maze and can never reach real
57,Voice58,"I wanted to share a positive experience with one of your agents. They were incredibly helpful and patient, addressing my concerns with efficiency. Please pass on my gratitude for their excellent assistance",Non,wanted share positive experience with one your they were incredibly helpful and addressing concerns with please pass gratitude for their excellent assistance
58,Voice59,"I wanted to express my concern about the recent service visit. The technician seemed unsure about the issue, and the problem persists. Can we arrange another visit ",Non,wanted express concern about the recent service the technician seemed unsure about the and the problem can arrange another visit
59,Voice60,"Today your technician came to my place to fix the internet problem and that person dose not know how to talk to their customers politely.I want to make a complain against that Technician
",Agg,today your technician came place fix the internet problem and that person dose not know how talk their customers want make complain against that technician
60,Voice61,"I've been asking for five days to reactivate my line, but no response. The kandy branch office is unresponsive, often not picking up, and even disconnecting calls. I need this resolved, and I'm filing a complaint ",Agg,been asking for five days reactivate but the kandy branch office often not picking and even disconnecting need this and filing complaint
61,Voice62,The internet connection im using right now is really slow so how can I speed up the connection,Non,the internet connection using right now really slow how can speed the connection
62,Voice 63,"My line is inactive for days. Matara office isn't cooperating; they don't pick up, cut calls. Urgent complaint needed! This is unacceptable for a business.",Agg,line inactive for matara office they pick cut urgent complaint this unacceptable for
63,Voice64," I settled my balance today,I usually get an SMS confirmation, but not today. I paid 1300. Can you check and resolve this? Whether I have done the payment ",Non,settled balance usually get sms but not paid can you check and resolve whether have done the payment
64,Voice65,"My internet is painfully slow, making work impossible. Can you fix it?",Agg,internet painfully making work can you fix
65,Voice66,Phone got disconnected after a late payment. What can I do to resolve the connection back,Non,phone got disconnected after late what can resolve the connection back
66,Voice67,I have been calling telcome for the past two days to fix my internet connection which got disconnected because of the heavy storms.and until now no one came to fix the issue.,Agg,have been calling telcome for the past two days fix internet connection which got disconnected because the heavy until now one came fix the
67,Voice68,Can I check the oustanding balance for this number 0112921097 ,Non,can check the oustanding balance for this number
68,Voice69,"My patience is running out! Internet outages every week. I'm paying for frustration, not service. I won't tolerate this any longer! Really disappointed with your service.",Agg,patience running internet outages every paying for not tolerate this any really disappointed with your
69,Voice70,Hi how can I activate your Meet Max package and can I know how much data will be given in this package?and also the price charged for this package ,Non,how can activate your meet max package and can know how much data will given this also the price charged for this package
70,Voice71,"I'm interested in your internet plans. Can you provide details on speeds, pricing, and installation?",Non,interested your internet can you provide details and
71,Voice72,Your service has been consistently poor. Constant outages and slow speeds. I'm frustrated and considering switching providers.whats the process to disconnect your service ,Agg,your service has been consistently constant outages and slow frustrated and considering switching the process disconnect your service
72,Voice73,"I recently moved to colombo . How can I update my address on file? Also, any changes needed for billing information",Non,recently moved colombo how can update address any changes needed for billing information
73,Voice74,"My internet is down, and it's killing my work! I demand immediate action to fix this. ",Agg,internet and killing demand immediate action fix
74,Voice75,"I've noticed an incorrect charge on my bill. Can you review and correct it? It's urgent, and I need it resolved.",Non,noticed incorrect charge can you review and correct and need
75,Voice76,"My internet is down, and it's crippling my work! Immediate action is non-negotiable.. This level of service is unacceptable, and I won't tolerate it any longer.",Agg,internet and crippling immediate action this level service and tolerate any
76,Voice77,Hi. My connection was disconnected because I got late to do the payment.I did the payment today so how long will it take to reactivate my connection.Its really urgent for me to get the connection back as I have an online exam ,Non,connection was disconnected because got late the did the payment today how long will take reactivate really urgent for get the connection back have online exam
77,Voice78,Can you activate 20 more GB for my connection,Non,can you activate more for connection
78,Voice79,"I made a router payment last week , but it's not credited. The error is your fault, not mine! Fix it as soon as possible or face consequences. I won't tolerate this incompetence reconnect my line now!






",Agg,made router payment last week but not the error your not fix soon possible face tolerate this incompetence reconnect line
79,Voice80,Can I know why we don’t get physical bills anymore ,Non,can know why get physical bills anymore
80,Voice81,"I've got red lights on my router and been complaning SLT,no action taken.I won't tolerate delays. Get your act together and restore my service immediately! This is unacceptable, and I demand urgent resolution",Agg,got red lights router and been complaning action tolerate get your act together and restore service this and demand urgent resolution
81,Voice82,"I requested a data plan change, but your agent mishandled it. This is frustrating. Ensure your staff processes requests accurately.",Agg,requested data plan but your agent mishandled this ensure your staff processes requests
82,Voice83,TV remote not working. Buttons don't respond. Need it fixed soon. It's a problem. Please help so I can use the remote without any issues,Non,remote not buttons need fixed please help can use the remote without any issues
83,Voice84,I wish to sign up for a prepaid billing plan.  assist me with the enrollment process and provide details about the plan's features and terms. ,Non,wish sign for prepaid billing assist with the enrollment process and provide details about the features and
84,Voice85,"
My internet is broken, and the person I talked to couldn't help. It's frustrating. They need better people or they'll lose customers. Fix my internet now or I'll find someone who can by disconnecting the SLT services",Agg,internet and the person talked they need better people lose fix internet now find someone who can disconnecting the slt services
85,Voice86,My TV channels are blurry and unclear. It's annoying. Can you fix it soon so I can watch without any problems?,Agg,channels are blurry and can you fix soon can watch without any
86,Voice87,"I'm facing difficulty accessing my online billing account. . Could you please assist me in solving this issue ?




",Non,facing difficulty accessing online billing could you please assist solving this issue
87,Voice88,There's a problem with my billing. Can you help me understand?,Non,problem with can you help
88,Voice89,"
Your resolution for my previous complaint is unacceptable! I demand a satisfactory solution immediately. This incompetence is intolerable.Really Disappointed",Agg,your resolution for previous complaint demand satisfactory solution this incompetence disappointed
89,Voice90,My bill is showing charges for a premium service I canceled.,Non,bill showing charges for premium service
90,Voice91,Your customer service agent was unbelievably rude and utterly unhelpful!. I demand an immediate explanation and a resolution to this outrageous behavior. I won't tolerate such disrespect. ,Agg,your customer service agent was unbelievably rude and utterly demand immediate explanation and resolution this outrageous tolerate such
91,Voice92,The call dropped repeatedly during my conversation with your agent. It'sreally annoying. Fix your lousy service immediately! ,Agg,the call dropped repeatedly during conversation with your fix your lousy service
92,Voice93,Your agent failed to provide a timely response to my problem. You all could do a better service than this. ,Agg,your agent failed provide timely response you all could better service than
93,Voice94,"Your promise of a callback from HR regarding my complaint is a lie! This negligence is intolerable, and I won't tolerate being ignored. ",Agg,your promise callback from regarding complaint this negligence and tolerate being
94,Voice95,"I received a late payment notice, but I paid on time.Can you check the issue please?",Non,received late payment but paid you check the issue
95,Voice96,I received a bill for a line I canceled last month.Please make sure to update your system about my cancellation so that I wont be getting bills in the future.,Agg,received bill for line canceled last make sure update your system about cancellation that wont getting bills the
96,Voice97,"

I'm being billed for something I never asked for . Return the additionally charged  money immediately. Make sure to Update your systems to avoid such inconveniences ",Agg,being billed for something never asked for return the additionally charged money make sure update your systems avoid such inconveniences
97,Voice98,Can I know the remaning GB for the peak time?,Non,can know the remaning for the peak
98,Voice99,Landline phone not working during storms.,Non,landline phone not working during
99,Voice100,"The agent who answered my call today took over 10 minutes to provide a solution, and I had to wait on the line for that entire duration. SLT is failing as service provider. Dialog employee would do a better job than you guys",Agg,the agent who answered call today took over minutes provide and had wait the line for that entire slt failing service dialog employee would better job than you guys
100, Voice101                      ,I need a breakdown of the charges on my bill.,Non,need breakdown the charges
101,Voice102,"What bullshit are you talking about. I paid Rs.12000 yesterday. How can you say that I didn’t do the payment
",Agg,what bullshit are you talking paid how can you say that the payment
102,Voice103,The agent did not provide clear instructions on how to submit required documents to get the new fiber connection.Could you assign me to a person who knows how this process works.Because I need this Connection urgently,Agg,the agent did not provide clear instructions how submit required documents get the new fiber you assign person who knows how this process need this connection urgently
103,Voice104,The bill was sent to the wrong address.,Non,the bill was sent the wrong
104,Voice105,Router not connecting to devices.Can I know the reason why this is not connecting ?,Non,router not connecting know the reason why this not connecting
105,Voice106,The representative was unprofessional during our conversation.Advice your agents on how to talk with the customers poliety ,Agg,the representative was unprofessional during our your agents how talk with the customers poliety
106,Voice107,"We just spoke over the phone, and I'm not happy about how one of your agents behaved. Help your team to be more polite and please. Customer service is important.",Agg,just spoke over the and not happy about how one your agents help your team more polite and customer service
107,Voice108,Internet speed is much slower than expected.What can I do from my end to increase the speed of my connection?,Non,internet speed much slower than can from end increase the speed
108,Voice109,"Im calling because you guys over charged me. My subscription for you guys is supposed to be a flat rate of Rs 3000 per month but for some reason, I am seeinng Rs 6400 on my bill for the month of july.so I don’t know whats going on .I really need an explanation on this.",Agg,calling because you guys over charged subscription for you guys supposed flat rate 3000 per month but for some seeinng 6400 bill for the month know whats going really need explanation
109,Voice110,"Yeah, Can you please tell them it's urgent and running a business here? I want you to solve my connection today itself.",Agg,can you please tell them urgent and running business want you solve connection today
110,Voice111,I didn't receive a bill for this month.,Non,receive bill for this
111,Voice112,Fed up with unreliable service and billing errors. Canceling your service!,Agg,fed with unreliable service and billing canceling your
112,Voice113,A complain was done under the name K.perera last week and we have been calling SLT numerous times but we still didn’t get anyone to fix this problem.,Agg,complain was done under the name last week and have been calling slt numerous times but still get anyone fix this
113,Voice114,How much should I pay to reactivate my connection ?,Non,how much should pay reactivate connection
114,Voice115,I had a hard time reaching your HR department using the given contact number.Why can't they answer the phone calls we take. hope you understand how important it is to be reachable.,Agg,had hard time reaching your department using the given contact they answer the phone calls hope you understand how important
115,Voice116,I have two SLT connections under the name K.L.R.Gomes and I want to disconnect one of the connections.To whom should I inform about this,Non,have two slt connections under the name and want disconnect one the whom should inform about this
116,Voice117," Hello, I'm interested in your Fiber optic services. Can you provide more information about the packages you offer for this connection?",Non,interested your fiber optic can you provide more information about the packages you offer for this
117,Voice118,HR promised a callback on my complaint but it never happened. This is really stupid!  I need you to Take action on this matter right away,Agg,promised callback complaint but never this really need you take action this matter right away
118,Voice119,I checked the payment with the bank receipt I found that the router account number that I have put has an additional digits so it may not have gone through. Can I give you the details?,Non,checked the payment with the bank receipt found that the router account number that have put has additional digits may not have gone can give you the
119,Voice120,I made a complaint regarding our internet connection but still I didn't get any reply from your side. So can you please check whether what is the status?,Non,made complaint regarding our internet connection but still get any reply from your can you please check whether what the
120,Voice121,I get the text message saying this much is due and you have to pay it or something like that. I want to get a bill before I make the payment.,Non,get the text message saying this much due and you have pay something like want get bill before make the
121,Voice122,I want to make an complain against the kiribathgoda workshop staff.I am really upset by the disrespectful actions of your Kiribathgoda workshop staff.They don’t know how to handle their customers with respect,Agg,want make complain against the kiribathgoda workshop really upset the disrespectful actions your kiribathgoda workshop know how handle their customers with respect
122,Voice123,"Hi,I just made a payment on your MYSLT app, but shockingly, no confirmation. My account still shows an outstanding balance.This happened to me twice now. Why cant you all update your systems properly.",Agg,just made payment your myslt but account still shows outstanding happened twice why cant you all update your systems
123,Voice124,"I can't believe it! I was put on hold for over an hour. I wanted to give up, but I couldn't cause I wanted a solution and sometimes your agents does not answer the phones.",Agg,believe was put hold for over wanted give but cause wanted solution and sometimes your agents does not answer the
124,Voice125,Your Call center agents takes ages to answer the phone call and we have to stay on line for more that 10 minuties.Do you think we are jobless people like you guys. ,Agg,your call center agents takes ages answer the phone call and have stay line for more that you think are jobless people like you
125,Voice126,I have got a message to pay arrears up to October otherwise the line will be disconnected can you tell me what is the amount up to October?,Non,have got message pay arrears october otherwise the line will disconnected can you tell what the amount
126,Voice127,"Hi,I want to know the difference between the monthly charge and the payable charge.",Non,want know the difference between the monthly charge and the payable
127,Voice128,"Because first of all, half the time they don't pick up the phone. When I call them, they cut my phone and that's why I'm calling you ",Agg,because first half the time they pick the when call they cut phone and why calling you
128,Voice129,Hi i just want to check with the home connection. if i give you the number can you tell me the outstanding.it's 0112961843.,Non,just want check with the home give you the number can you tell the
129,Voice130,"Why do you guys always tell that my complain is not recoreded in the system.Am I mad to complain about your service to another telecomunication service.It should be in your systems. Check properly
",Agg,why you guys always tell that complain not recoreded the mad complain about your service another telecomunication should your check properly
130,Voice131,Is this number registered to E-bill?,Non,this number registered
131,Voice132,If I give you the number can you tell me the outstanding?,Non,give you the number can you tell the
132,Voice133,The call center agent provided unclear information about my data plan.Train your agents properly!,Agg,the call center agent provided unclear information about data your agents
133,Voice134,I want to change my package. Can I do it using MYSLT app?,Non,want change can using myslt
134,Voice135,Your service is the worst service I ever got !,Agg,your service the worst service ever got
135,Voice136,"Since this is a business store, I am entirely depend on internet! This has to be given top attention at this point! This is not appropriate, and I want my connection to be reconnected right now!",Agg,since this business entirely depend this has given top attention this this not and want connection reconnected right
136,Voice137,"I made a few complaints last few days, but still no one attending to the resolved that issue.Can you please get this done soon. We expect better services from you",Agg,made few complaints last few but still one attending the resolved that you please get this done expect better services from you
137,Voice138," Do something soon , or I'm canceling your service. Unacceptable service. Enough is enough",Agg,something soon canceling your unacceptable enough enough
138,Voice139,"so I want the voice, internet and the PEO TV to be working properly. How long approximately will it take?",Non,want the internet and the peo working how long approximately will
139,Voice140,What do you mean it's not updated? I've been calling for the last three days and there's no update? Are you kidding me?,Agg,what you mean not been calling for the last three days and are you kidding
140,Voice141,1212 hotline takes ages to answer the phone.We got work to do and we cant be holding the phone forever,Agg,1212 hotline takes ages answer the got work and cant holding the phone forever
141,Voice142,I don't get the bill through email regularly or there is a problem.,Non,get the bill through email regularly there
142,Voice143,What is the real problem with this industry? We cant  get our work done easily,Agg,what the real problem with this cant get our work done easily
143,Voice144,how long will you all take to fix this problem.? I need a sloution as soon as possible,Agg,how long will you all take fix this need sloution soon possible
144,Voice145,The billing portal is not displaying my recent transactions.,Non,the billing portal not displaying recent
145,Voice146,We pay big big amounts to your service and this is what we get in the return.Disappointed with your service. I want you to fix my issue soon,Agg,pay big big amounts your service and this what get the with your want you fix issue soon
146,Voice147, I'm switching to a provider who values customers since your service is not acceptable,Agg,switching provider who values customers since your service not acceptable
147,Voice148,Your agent was unable to guide me through the process of updating my personal information.,Agg,your agent was unable guide through the process updating personal
148,Voice149,I need a receipt for my last payment.,Non,need receipt for last
149,Voice150,How can I request to get physical bills.Becasue your e billing method is a mess and its annoying ,Agg,how can request get physical your billing method mess and its annoying
150,Voice151,The customer service agent was rude and unhelpful.,Agg,the customer service agent was rude and
151,Voice152,"Get me someone who knows what they're doing, or I'm finding a different service. This is terrible service, and I won't put up with it.",Agg,get someone who knows what finding different this terrible and put with
152,Voice153,Your agent talked back- to- back with me.This is beyond unacceptable.,Agg,your agent talked back with beyond
153,Voice154,I need my issues solved as soon as possible because this level of poor work is unforgivable!,Agg,need issues solved soon possible because this level poor work
154,Voice155,Can I add 20 more GB for my connection?,Non,can add more for
155,Voice156,Your 1212 hotline has endless loops and it's frustrating. It's driving me crazy. ,Agg,your 1212 hotline has endless loops and driving
156,Voice157,The agent did not follow up on the issue I reported in my previous call.so could you kindly tell me to whom I should report ?,Non,the agent did not follow the issue reported previous could you kindly tell whom should report
157,Voice158,"Start it up right away, or you can lose a client! I have had enough of this interruption.",Agg,start right you can lose have had enough this
158,Voice159,"There are some noises coming from the telephone, and the internet is not working.",Non,there are some noises coming from the and the internet not
159,Voice160,I get the text message saying this much is due and you have to pay it or something like that. I want to get a bill before I make the payment.,Non,get the text message saying this much due and you have pay something like want get bill before make the
160,Voice161,"Why cant you respond to my issues soon. if you can't address customer concerns quickly, I'll take my business elsewhere",Agg,why cant you respond issues you address customer concerns take business elsewhere
161,Voice162,Need to know the payabale amount of my connection?,Non,need know the payabale amount
162,Voice163,"It indicated only one light is working in the router, Earlier about 3-4 bulbs were working but now only one bulb is working",Non,indicated only one light working the earlier about bulbs were working but now only one bulb working
163,Voice164,Tell your technical people to come and check or else they change the new router or whatever they can do and I want to get my Wi-Fi back,Agg,tell your technical people come and check else they change the new router whatever they can and want get back
164,Voice165,"I can't get my Wi-Fi, my Wi-Fi is not working at all",Non,get not working all
165,Voice166,"It's the worst telephone service in the whole world.  When you call any landline you get this awful Sri lankan music playing, wasting time & money for callers. Please sell this useless company to India or shut up shop!",Agg,the worst telephone service the whole when you call any landline you get this awful sri lankan music wasting time money for please sell this useless company india shut
166,Voice167,"No words to explain how bad this company is. I had an issue with router for months. I didnt have access to data througout the time but had to pay monthly. They couldnt fix the issue all this time after a dozen or more complaints, so only option I had was to disconnect, or else continue to keep paying each month for no data",Agg,words explain how bad this company had issue with router for didnt have access data througout the time but had pay they couldnt fix the issue all this time after dozen more only option had was else continue keep paying each month for data
167,Voice168,"Very disappointing, I have been requesting for a fiber connection for past 3 years, even though the location is in Colombo, SLT couldn't fulfill my request.",Agg,very have been requesting for fiber connection for past even though the location slt fulfill
168,Voice169,So much attitude with these people who work here! This goes to the SLT Call Center too. ,Agg,much attitude with these people who work this goes the slt call center
169,Voice170,Services provided worse than a government office. Internet breaks down regularly. Technical team only works from 9am - 5pm. If you have issues any time after 5pm will have to wait a whole day to get it resolved.,Agg,services provided worse than government internet breaks down technical team only works from 9am you have issues any time after 5pm will have wait whole day get
170,Voice171,Your automated fault complain hotline is useless. Have to wait at least 10 mins to get in contact with a call center operator. Even then they give little to no help. Customer service is absolutely useless. Would not recommend to anyone,Agg,your automated fault complain hotline have wait least mins get contact with call center even then they give little customer service absolutely would not recommend anyone
171,Voice172,"Experienced poor customer service for the first time with SLT this week. Reported a router fault to customer care, a technician called and didnt turn up and the complaint was closed with out resolving my issue.",Agg,experienced poor customer service for the first time with slt this reported router fault customer technician called and didnt turn and the complaint was closed with out resolving
172,Voice173,im stuck with a bad internet connection and broken router.,Non,stuck with bad internet connection and broken
173,Voice174,For what purpose have you guys mentioned the contact number? No one is answering the phone.,Agg,for what purpose have you guys mentioned the contact one answering the
174,Voice175,Worst customer service I have ever encountered. Hotline numbers don't always work. ,Agg,worst customer service have ever hotline numbers always
175,Voice176,Very poor and  slow service.even your websites are not working properly.you will have to be very much patient if you want to pay the bill online. It always asks to try again later.strongly disrecommending to other if  trying to get a newer connection from slt. ,Agg,very poor and slow your websites are not working will have very much patient you want pay the bill always asks try again disrecommending other trying get newer connection from
176,Voice177," We get really dissapointed when there's a network problem while at an important zoom meeting, and also you don't answer for a long period of time.Will not use SLT Connections",Agg,get really dissapointed when network problem while important zoom and also you answer for long period not use slt connections
177,Voice178,The experience was good. Your agent responded positively for all the clarifications I had,Non,the experience was your agent responded positively for all the clarifications had
178,Voice179,My connection is not so stable so I have sent them 8 emails and I called SLT more than 10 times to inform about the situation. Their customer service representatives are always keeping my records and they always said that my ticket is prioritized in their list but nothing happened,Agg,connection not stable have sent them emails and called slt more than times inform about the their customer service representatives are always keeping records and they always said that ticket prioritized their list but nothing happened
179,Voice180,"I got fibre connection from SLT on March & as soon it got fixed my router LOS started blinking in Red, So made my first complain in March end & since then every single day calling slt but until now 24th May not even a single person/  technician contacted me for fix the issue. Worse services of this so called best telecommunication company in Sri Lanka",Agg,got fibre connection from slt march soon got fixed router los started blinking made first complain march end since then every single day calling slt but until now 24th may not even single technician contacted for fix the worse services this called best telecommunication company sri lanka
